Name,Email,Phone,WhatsApp Number,Status,Source,Budget Min,Budget Max,Preferred Location,Property Type,Bedroom,Tier,Notes
Lead User 169,lead169@example.com,9000000168,9000000168,lost,website,3100000,5100000,Mumbai,1 BHK,4,medium,Auto-generated lead 169 interested in 1 BHK at Mumbai.
Lead User 170,lead170@example.com,9000000169,9000000169,new,website,4200000,6000000,Mumbai,Penthouse,1,low,Auto-generated lead 170 interested in Penthouse at Mumbai.
Lead User 171,lead171@example.com,9000000170,9000000170,contacted,referral,7600000,9200000,Bangalore,1 BHK,4,medium,Auto-generated lead 171 interested in 1 BHK at Bangalore.
Lead User 172,lead172@example.com,9000000171,9000000171,qualified,google_ads,3300000,5100000,Delhi,4 BHK,4,medium,Auto-generated lead 172 interested in 4 BHK at Delhi.
Lead User 173,lead173@example.com,9000000172,9000000172,contacted,referral,5200000,8200000,Bangalore,2 BHK,5,high,Auto-generated lead 173 interested in 2 BHK at Bangalore.
Lead User 174,lead174@example.com,9000000173,9000000173,contacted,website,3800000,7800000,Delhi,1 BHK,2,medium,Auto-generated lead 174 interested in 1 BHK at Delhi.
Lead User 175,lead175@example.com,9000000174,9000000174,lost,website,4900000,7700000,Mumbai,Penthouse,3,high,Auto-generated lead 175 interested in Penthouse at Mumbai.
Lead User 176,lead176@example.com,9000000175,9000000175,contacted,facebook,7700000,11400000,Mumbai,3 BHK,5,medium,Auto-generated lead 176 interested in 3 BHK at Mumbai.
Lead User 177,lead177@example.com,9000000176,9000000176,contacted,referral,6100000,8400000,Hyderabad,Penthouse,4,low,Auto-generated lead 177 interested in Penthouse at Hyderabad.
Lead User 178,lead178@example.com,9000000177,9000000177,new,referral,3800000,7500000,Pune,1 BHK,2,low,Auto-generated lead 178 interested in 1 BHK at Pune.
Lead User 179,lead179@example.com,9000000178,9000000178,lost,facebook,3400000,5500000,Pune,2 BHK,3,low,Auto-generated lead 179 interested in 2 BHK at Pune.
Lead User 180,lead180@example.com,9000000179,9000000179,new,facebook,5800000,10500000,Delhi,Penthouse,5,medium,Auto-generated lead 180 interested in Penthouse at Delhi.
Lead User 181,lead181@example.com,9000000180,9000000180,contacted,referral,7500000,12200000,Hyderabad,1 BHK,5,low,Auto-generated lead 181 interested in 1 BHK at Hyderabad.
Lead User 182,lead182@example.com,9000000181,9000000181,contacted,referral,3700000,7400000,Pune,4 BHK,2,high,Auto-generated lead 182 interested in 4 BHK at Pune.
Lead User 183,lead183@example.com,9000000182,9000000182,lost,facebook,3900000,5200000,Bangalore,1 BHK,2,medium,Auto-generated lead 183 interested in 1 BHK at Bangalore.
Lead User 184,lead184@example.com,9000000183,9000000183,new,google_ads,5400000,9400000,Delhi,Penthouse,1,high,Auto-generated lead 184 interested in Penthouse at Delhi.
Lead User 185,lead185@example.com,9000000184,9000000184,qualified,google_ads,3900000,8900000,Pune,Villa,2,medium,Auto-generated lead 185 interested in Villa at Pune.
Lead User 186,lead186@example.com,9000000185,9000000185,contacted,google_ads,6500000,8500000,Hyderabad,2 BHK,5,high,Auto-generated lead 186 interested in 2 BHK at Hyderabad.
Lead User 187,lead187@example.com,9000000186,9000000186,qualified,referral,7600000,9800000,Hyderabad,2 BHK,2,low,Auto-generated lead 187 interested in 2 BHK at Hyderabad.
Lead User 188,lead188@example.com,9000000187,9000000187,qualified,google_ads,5300000,8500000,Delhi,1 BHK,3,high,Auto-generated lead 188 interested in 1 BHK at Delhi.
Lead User 189,lead189@example.com,9000000188,9000000188,contacted,website,7900000,11800000,Pune,3 BHK,3,medium,Auto-generated lead 189 interested in 3 BHK at Pune.
Lead User 190,lead190@example.com,9000000189,9000000189,new,facebook,7900000,10500000,Bangalore,Villa,1,high,Auto-generated lead 190 interested in Villa at Bangalore.
Lead User 191,lead191@example.com,9000000190,9000000190,qualified,google_ads,4600000,6300000,Delhi,1 BHK,5,medium,Auto-generated lead 191 interested in 1 BHK at Delhi.
Lead User 192,lead192@example.com,9000000191,9000000191,lost,facebook,7100000,11200000,Mumbai,2 BHK,5,low,Auto-generated lead 192 interested in 2 BHK at Mumbai.
Lead User 193,lead193@example.com,9000000192,9000000192,lost,referral,3100000,7600000,Pune,2 BHK,4,medium,Auto-generated lead 193 interested in 2 BHK at Pune.
Lead User 194,lead194@example.com,9000000193,9000000193,new,website,5400000,8100000,Delhi,1 BHK,3,high,Auto-generated lead 194 interested in 1 BHK at Delhi.
Lead User 195,lead195@example.com,9000000194,9000000194,new,referral,5200000,6600000,Hyderabad,Villa,4,medium,Auto-generated lead 195 interested in Villa at Hyderabad.
Lead User 196,lead196@example.com,9000000195,9000000195,lost,google_ads,5200000,8400000,Pune,2 BHK,5,medium,Auto-generated lead 196 interested in 2 BHK at Pune.
Lead User 197,lead197@example.com,9000000196,9000000196,contacted,facebook,8000000,10700000,Delhi,4 BHK,4,medium,Auto-generated lead 197 interested in 4 BHK at Delhi.
Lead User 198,lead198@example.com,9000000197,9000000197,new,referral,6600000,8400000,Pune,2 BHK,5,medium,Auto-generated lead 198 interested in 2 BHK at Pune.
Lead User 199,lead199@example.com,9000000198,9000000198,qualified,facebook,4300000,7700000,Mumbai,3 BHK,5,high,Auto-generated lead 199 interested in 3 BHK at Mumbai.
Lead User 200,lead200@example.com,9000000199,9000000199,contacted,referral,7500000,12500000,Bangalore,3 BHK,5,low,Auto-generated lead 200 interested in 3 BHK at Bangalore.
Lead User 201,lead201@example.com,9000000200,9000000200,new,google_ads,7400000,10100000,Hyderabad,Penthouse,1,high,Auto-generated lead 201 interested in Penthouse at Hyderabad.
Lead User 202,lead202@example.com,9000000201,9000000201,qualified,google_ads,6600000,9200000,Pune,3 BHK,2,medium,Auto-generated lead 202 interested in 3 BHK at Pune.
Lead User 203,lead203@example.com,9000000202,9000000202,qualified,website,7400000,11300000,Hyderabad,1 BHK,5,high,Auto-generated lead 203 interested in 1 BHK at Hyderabad.
Lead User 204,lead204@example.com,9000000203,9000000203,new,referral,3100000,4600000,Bangalore,3 BHK,5,low,Auto-generated lead 204 interested in 3 BHK at Bangalore.
Lead User 205,lead205@example.com,9000000204,9000000204,contacted,google_ads,4400000,9400000,Pune,Penthouse,2,medium,Auto-generated lead 205 interested in Penthouse at Pune.
Lead User 206,lead206@example.com,9000000205,9000000205,contacted,referral,4000000,6900000,Pune,2 BHK,5,medium,Auto-generated lead 206 interested in 2 BHK at Pune.
Lead User 207,lead207@example.com,9000000206,9000000206,contacted,google_ads,8000000,9900000,Bangalore,3 BHK,1,medium,Auto-generated lead 207 interested in 3 BHK at Bangalore.
Lead User 208,lead208@example.com,9000000207,9000000207,contacted,facebook,4700000,9100000,Pune,3 BHK,4,low,Auto-generated lead 208 interested in 3 BHK at Pune.
Lead User 209,lead209@example.com,9000000208,9000000208,new,website,5500000,6700000,Bangalore,4 BHK,5,low,Auto-generated lead 209 interested in 4 BHK at Bangalore.
Lead User 210,lead210@example.com,9000000209,9000000209,contacted,referral,3300000,7200000,Hyderabad,Penthouse,5,low,Auto-generated lead 210 interested in Penthouse at Hyderabad.
Lead User 211,lead211@example.com,9000000210,9000000210,new,website,3700000,5000000,Bangalore,2 BHK,5,low,Auto-generated lead 211 interested in 2 BHK at Bangalore.
Lead User 212,lead212@example.com,9000000211,9000000211,lost,website,5600000,9400000,Hyderabad,Penthouse,3,low,Auto-generated lead 212 interested in Penthouse at Hyderabad.
Lead User 213,lead213@example.com,9000000212,9000000212,contacted,facebook,5600000,8600000,Pune,3 BHK,3,low,Auto-generated lead 213 interested in 3 BHK at Pune.
Lead User 214,lead214@example.com,9000000213,9000000213,new,facebook,6400000,9300000,Hyderabad,Villa,4,high,Auto-generated lead 214 interested in Villa at Hyderabad.
Lead User 215,lead215@example.com,9000000214,9000000214,lost,facebook,7800000,9700000,Pune,Penthouse,4,low,Auto-generated lead 215 interested in Penthouse at Pune.
Lead User 216,lead216@example.com,9000000215,9000000215,new,google_ads,4300000,5900000,Mumbai,2 BHK,4,medium,Auto-generated lead 216 interested in 2 BHK at Mumbai.
Lead User 217,lead217@example.com,9000000216,9000000216,new,referral,6400000,10500000,Pune,1 BHK,2,high,Auto-generated lead 217 interested in 1 BHK at Pune.
Lead User 218,lead218@example.com,9000000217,9000000217,new,referral,5600000,7100000,Hyderabad,Villa,3,low,Auto-generated lead 218 interested in Villa at Hyderabad.
Lead User 219,lead219@example.com,9000000218,9000000218,new,facebook,5800000,8800000,Hyderabad,Penthouse,1,high,Auto-generated lead 219 interested in Penthouse at Hyderabad.
Lead User 220,lead220@example.com,9000000219,9000000219,qualified,facebook,4200000,5400000,Bangalore,4 BHK,5,high,Auto-generated lead 220 interested in 4 BHK at Bangalore.
Lead User 221,lead221@example.com,9000000220,9000000220,contacted,referral,6100000,9200000,Bangalore,2 BHK,4,low,Auto-generated lead 221 interested in 2 BHK at Bangalore.
Lead User 222,lead222@example.com,9000000221,9000000221,lost,google_ads,7500000,9900000,Pune,2 BHK,2,low,Auto-generated lead 222 interested in 2 BHK at Pune.
Lead User 223,lead223@example.com,9000000222,9000000222,lost,google_ads,7100000,9900000,Hyderabad,1 BHK,5,medium,Auto-generated lead 223 interested in 1 BHK at Hyderabad.
Lead User 224,lead224@example.com,9000000223,9000000223,contacted,facebook,4200000,5700000,Hyderabad,4 BHK,5,high,Auto-generated lead 224 interested in 4 BHK at Hyderabad.
Lead User 225,lead225@example.com,9000000224,9000000224,contacted,google_ads,6100000,8500000,Pune,1 BHK,3,high,Auto-generated lead 225 interested in 1 BHK at Pune.
Lead User 226,lead226@example.com,9000000225,9000000225,lost,referral,4700000,5700000,Pune,3 BHK,5,medium,Auto-generated lead 226 interested in 3 BHK at Pune.
Lead User 227,lead227@example.com,9000000226,9000000226,new,website,4500000,7900000,Hyderabad,Villa,2,low,Auto-generated lead 227 interested in Villa at Hyderabad.
Lead User 228,lead228@example.com,9000000227,9000000227,contacted,google_ads,4900000,7800000,Hyderabad,3 BHK,4,low,Auto-generated lead 228 interested in 3 BHK at Hyderabad.
Lead User 229,lead229@example.com,9000000228,9000000228,lost,website,5600000,7800000,Bangalore,Villa,1,medium,Auto-generated lead 229 interested in Villa at Bangalore.
Lead User 230,lead230@example.com,9000000229,9000000229,lost,google_ads,6700000,9200000,Bangalore,Villa,4,low,Auto-generated lead 230 interested in Villa at Bangalore.
Lead User 231,lead231@example.com,9000000230,9000000230,lost,referral,6000000,10600000,Hyderabad,4 BHK,5,high,Auto-generated lead 231 interested in 4 BHK at Hyderabad.
Lead User 232,lead232@example.com,9000000231,9000000231,contacted,facebook,6700000,8300000,Mumbai,Villa,5,high,Auto-generated lead 232 interested in Villa at Mumbai.
Lead User 233,lead233@example.com,9000000232,9000000232,new,website,3300000,5500000,Bangalore,2 BHK,4,medium,Auto-generated lead 233 interested in 2 BHK at Bangalore.
Lead User 234,lead234@example.com,9000000233,9000000233,new,google_ads,5500000,8100000,Pune,4 BHK,4,medium,Auto-generated lead 234 interested in 4 BHK at Pune.
Lead User 235,lead235@example.com,9000000234,9000000234,new,website,7200000,9500000,Pune,Penthouse,5,medium,Auto-generated lead 235 interested in Penthouse at Pune.
Lead User 236,lead236@example.com,9000000235,9000000235,qualified,referral,4100000,9000000,Hyderabad,3 BHK,1,medium,Auto-generated lead 236 interested in 3 BHK at Hyderabad.
Lead User 237,lead237@example.com,9000000236,9000000236,lost,google_ads,6800000,11200000,Delhi,2 BHK,2,low,Auto-generated lead 237 interested in 2 BHK at Delhi.
Lead User 238,lead238@example.com,9000000237,9000000237,lost,website,4300000,9100000,Delhi,Penthouse,2,medium,Auto-generated lead 238 interested in Penthouse at Delhi.
Lead User 239,lead239@example.com,9000000238,9000000238,new,referral,5400000,8700000,Pune,Penthouse,4,high,Auto-generated lead 239 interested in Penthouse at Pune.
Lead User 240,lead240@example.com,9000000239,9000000239,new,referral,5600000,7100000,Bangalore,3 BHK,5,high,Auto-generated lead 240 interested in 3 BHK at Bangalore.
Lead User 241,lead241@example.com,9000000240,9000000240,new,google_ads,4400000,6900000,Mumbai,3 BHK,5,low,Auto-generated lead 241 interested in 3 BHK at Mumbai.
Lead User 242,lead242@example.com,9000000241,9000000241,qualified,referral,5700000,8400000,Hyderabad,2 BHK,5,medium,Auto-generated lead 242 interested in 2 BHK at Hyderabad.
Lead User 243,lead243@example.com,9000000242,9000000242,new,facebook,8000000,9900000,Pune,3 BHK,4,high,Auto-generated lead 243 interested in 3 BHK at Pune.
Lead User 244,lead244@example.com,9000000243,9000000243,qualified,google_ads,6300000,9500000,Delhi,Villa,4,low,Auto-generated lead 244 interested in Villa at Delhi.
Lead User 245,lead245@example.com,9000000244,9000000244,contacted,website,7800000,12500000,Mumbai,Villa,1,high,Auto-generated lead 245 interested in Villa at Mumbai.
Lead User 246,lead246@example.com,9000000245,9000000245,lost,website,6100000,8000000,Pune,2 BHK,5,low,Auto-generated lead 246 interested in 2 BHK at Pune.
Lead User 247,lead247@example.com,9000000246,9000000246,new,facebook,6100000,8100000,Mumbai,3 BHK,1,high,Auto-generated lead 247 interested in 3 BHK at Mumbai.
Lead User 248,lead248@example.com,9000000247,9000000247,contacted,google_ads,4700000,7600000,Delhi,3 BHK,3,medium,Auto-generated lead 248 interested in 3 BHK at Delhi.
Lead User 249,lead249@example.com,9000000248,9000000248,new,referral,3600000,4800000,Delhi,Villa,1,medium,Auto-generated lead 249 interested in Villa at Delhi.
Lead User 250,lead250@example.com,9000000249,9000000249,contacted,facebook,5800000,10300000,Mumbai,2 BHK,4,low,Auto-generated lead 250 interested in 2 BHK at Mumbai.
Lead User 251,lead251@example.com,9000000250,9000000250,lost,website,5300000,9600000,Hyderabad,4 BHK,1,high,Auto-generated lead 251 interested in 4 BHK at Hyderabad.
Lead User 252,lead252@example.com,9000000251,9000000251,contacted,google_ads,5300000,7000000,Mumbai,Villa,2,high,Auto-generated lead 252 interested in Villa at Mumbai.
Lead User 253,lead253@example.com,9000000252,9000000252,lost,google_ads,3800000,6500000,Mumbai,Penthouse,5,medium,Auto-generated lead 253 interested in Penthouse at Mumbai.
Lead User 254,lead254@example.com,9000000253,9000000253,contacted,referral,4900000,6200000,Delhi,4 BHK,5,medium,Auto-generated lead 254 interested in 4 BHK at Delhi.
Lead User 255,lead255@example.com,9000000254,9000000254,lost,google_ads,3900000,8000000,Delhi,2 BHK,1,high,Auto-generated lead 255 interested in 2 BHK at Delhi.
Lead User 256,lead256@example.com,9000000255,9000000255,qualified,website,4800000,8000000,Delhi,4 BHK,5,medium,Auto-generated lead 256 interested in 4 BHK at Delhi.
Lead User 257,lead257@example.com,9000000256,9000000256,lost,referral,6500000,10300000,Pune,2 BHK,2,low,Auto-generated lead 257 interested in 2 BHK at Pune.
Lead User 258,lead258@example.com,9000000257,9000000257,lost,facebook,3700000,6300000,Hyderabad,Villa,1,medium,Auto-generated lead 258 interested in Villa at Hyderabad.
Lead User 259,lead259@example.com,9000000258,9000000258,contacted,website,4800000,5800000,Delhi,Penthouse,1,low,Auto-generated lead 259 interested in Penthouse at Delhi.
Lead User 260,lead260@example.com,9000000259,9000000259,contacted,google_ads,4300000,6800000,Hyderabad,Penthouse,2,high,Auto-generated lead 260 interested in Penthouse at Hyderabad.
Lead User 261,lead261@example.com,9000000260,9000000260,new,facebook,7600000,11400000,Pune,4 BHK,4,low,Auto-generated lead 261 interested in 4 BHK at Pune.
Lead User 262,lead262@example.com,9000000261,9000000261,new,website,7500000,10000000,Hyderabad,Penthouse,3,high,Auto-generated lead 262 interested in Penthouse at Hyderabad.
Lead User 263,lead263@example.com,9000000262,9000000262,lost,facebook,5500000,6600000,Delhi,Penthouse,3,high,Auto-generated lead 263 interested in Penthouse at Delhi.
Lead User 264,lead264@example.com,9000000263,9000000263,new,website,3600000,8500000,Pune,Villa,4,low,Auto-generated lead 264 interested in Villa at Pune.
Lead User 265,lead265@example.com,9000000264,9000000264,new,google_ads,6100000,9200000,Pune,3 BHK,5,medium,Auto-generated lead 265 interested in 3 BHK at Pune.
Lead User 266,lead266@example.com,9000000265,9000000265,contacted,referral,5700000,7700000,Hyderabad,3 BHK,2,high,Auto-generated lead 266 interested in 3 BHK at Hyderabad.
Lead User 267,lead267@example.com,9000000266,9000000266,qualified,referral,7600000,9100000,Mumbai,4 BHK,3,high,Auto-generated lead 267 interested in 4 BHK at Mumbai.
Lead User 268,lead268@example.com,9000000267,9000000267,lost,google_ads,5000000,6900000,Mumbai,Villa,1,high,Auto-generated lead 268 interested in Villa at Mumbai.
Lead User 269,lead269@example.com,9000000268,9000000268,qualified,referral,7200000,11800000,Bangalore,1 BHK,3,low,Auto-generated lead 269 interested in 1 BHK at Bangalore.
Lead User 270,lead270@example.com,9000000269,9000000269,contacted,website,7200000,9300000,Pune,3 BHK,1,medium,Auto-generated lead 270 interested in 3 BHK at Pune.
Lead User 271,lead271@example.com,9000000270,9000000270,lost,referral,4200000,7600000,Bangalore,Villa,1,medium,Auto-generated lead 271 interested in Villa at Bangalore.
Lead User 272,lead272@example.com,9000000271,9000000271,lost,referral,3300000,4300000,Hyderabad,Penthouse,5,low,Auto-generated lead 272 interested in Penthouse at Hyderabad.
